"Story","Title","Result","Date","Stability","Duration (s)"
"Cliente Falabella","Compra de un articulo con garantia extendida en chrome","SUCCESS","2023-03-05T00:56:26.0944602-05:00[America/Bogota]","0.0","29.07"
"Cliente Falabella","Compra de un articulo con garantia extendida en firefox","SUCCESS","2023-03-05T00:56:55.3547045-05:00[America/Bogota]","0.0","20.71"
